-58  75  
-63  -84  
-65  74  
-9  94  
45  79  
0  0  
43  -62  
6  -30  
14  13  
-47  100  
-24  62  
3  -77  
98  43  
-13  -46  
75  51  
35  -14  
51  72  
14  -77  
3  52  
51  -78  
50  26  
35  70  
60  71  
8  82  
21  14  
-79  -37  
-77  37  
65  -11  
0  0  
45  49  
0  0  
0  0  
0  0  
28  -48  
-47  38  
42  98  
-87  3  
-35  -74  
5  95  
0  0  
-60  94  
-39  28  
50  -3  
0  -80  
56  -70  
56  -62  
0  0  
19  96  
7  83  
0  0  
0  0  
3  -42  
-69  99  
-55  -95  
30  23  
-38  -9  
-25  48  
-34  -53  
98  -75  
28  -89  
-64  -28  
39  37  
0  0  
-13  -27  
97  60  
-48  -21  
47  -89  
-56  -17  
2  32  
0  0  
6  9  
0  0  
0  0  
0  0  
23  81  
-68  53  
-11  7  
33  20  
60  -43  
0  0  
58  -33  
-96  -11  
-18  67  
-21  -45  
41  -9  
68  27  
0  0  
9  -25  
-46  82  
-45  31  
-78  57  
0  0  
0  0  
-14  -88  
54  90  
0  0  
0  0  
0  0  
42  64  
-72  36  
18  85  
0  0  
0  0  
4  10  
73  -49  
26  78  
0  0  
-79  79  
6  -52  
-57  93  
45  -4  
46  -63  
72  74  
44  47  
91  -64  
-76  36  
86  -21  
33  66  
-48  10  
29  44  
-41  -53  
0  0  
72  -44  
74  -9  
77  -41  
-91  56  
-89  53  
22  51  
97  18  
37  37  
-96  26  
30  -28  
-5  76  
55  -55  
-71  1  
-32  -94  
46  -81  
83  -10  
0  0  
49  -55  
-86  -25  
0  0  
87  70  
-15  -94  
0  0  
74  -6  
0  0  
23  -31  
-30  27  
69  -59  
-96  16  
0  0  
-11  -23  
-86  97  
-86  -7  
0  0  
0  0  
-12  55  
13  11  
0  0  
-38  0  
-14  -65  
-97  95  
-20  98  
-59  30  
-79  -11  
79  31  
38  94  
-18  -56  
69  -41  
-93  75  
62  -43  
-61  -81  
-22  -78  
25  -75  
-68  -5  
44  -93  
-42  -62  
70  11  
6  -96  
66  60  
91  69  
44  -27  
-75  28  
0  0  
-24  -34  
-15  4  
66  -16  
5  -20  
-95  -22  
15  13  
-34  -15  
0  0  
0  0  
-5  85  
-75  90  
48  -69  
0  0  
0  0  
41  -18  
84  -17  
91  25  
-87  36  
-40  31  
-72  10  
0  0  
-30  -66  
0  0  
26  19  
4  -53  
0  0  
-33  -29  
0  0  
0  0  
-79  72  
-40  80  
60  -84  
21  32  
-86  -13  
77  -82  
-95  15  
48  -16  
-7  27  
0  0  
0  0  
0  0  
-32  -48  
12  -87  
-3  45  
-97  80  
0  0  
30  22  
18  0  
0  0  
-13  -91  
-28  32  
-71  89  
78  59  
39  -44  
46  28  
-10  49  
69  -43  
-16  98  
-23  -22  
0  0  
0  0  
-49  92  
95  32  
0  0  
0  0  
88  -66  
40  80  
-16  35  
-85  86  
39  97  
0  0  
2  -9  
-87  -44  
84  1  
0  0  
-71  -39  
-30  36  
74  -48  
-83  63  
-82  -20  
-100  71  
83  -89  
66  3  
48  -96  
0  0  
11  46  
-49  95  
33  -20  
52  -75  
0  0  
14  75  
31  50  
-88  39  
-15  -49  
72  -86  
-25  75  
67  -55  
18  77  
-66  -13  
60  84  
0  0  
0  0  
85  -46  
-89  -87  
-77  -88  
0  0  
-88  68  
0  0  
0  0  
-28  -20  
0  60  
94  59  
-2  44  
-53  -10  
29  28  
-9  -24  
-48  90  
-49  30  
0  0  
13  -20  
90  -25  
-33  -70  
0  0  
0  0  
55  9  
76  -80  
75  -7  
96  24  
32  63  
-16  27  
-78  75  
-50  -76  
-24  76  
65  16  
90  -54  
-65  -21  
66  12  
0  0  
-52  -94  
-3  90  
-51  92  
-37  72  
0  0  
63  -74  
75  86  
0  0  
-7  77  
17  52  
0  0  
18  -72  
-85  -55  
-51  -45  
0  0  
43  20  
56  -70  
0  0  
0  0  
0  0  
-36  -34  
49  29  
-23  94  
-3  -1  
0  0  
-52  -37  
69  -37  
0  0  
-76  59  
-37  18  
80  -68  
-58  -51  
0  0  
36  28  
-54  37  
1  -21  
-34  -96  
-40  45  
-52  -24  
-31  35  
0  0  
0  0  
61  -91  
-22  -7  
94  -51  
0  0  
-73  30  
0  0  
-61  -51  
80  27  
67  39  
-3  86  
-32  23  
-91  25  
94  8  
65  -33  
41  -47  
73  63  
0  0  
55  -39  
0  0  
-63  4  
31  79  
0  0  
-89  99  
86  77  
16  80  
-100  96  
0  0  
0  0  
0  0  
0  0  
89  -69  
2  -98  
41  -8  
-30  9  
0  0  
