-58  75  
-63  -84  
-65  74  
-9  94  
45  79  
0  0  
43  -62  
6  -30  
14  13  
-47  100  
-24  62  
3  -77  
98  43  
-13  -46  
75  51  
35  -14  
51  72  
14  -77  
3  52  
51  -78  
50  26  
35  70  
60  71  
8  82  
21  14  
-79  -37  
-77  37  
65  -11  
0  0  
45  49  
0  0  
0  0  
0  0  
28  -48  
-47  38  
42  98  
-87  3  
-35  -74  
5  95  
0  0  
-60  94  
-39  28  
50  -3  
0  -80  
56  -70  
56  -62  
0  0  
19  96  
7  83  
0  0  
0  0  
3  -42  
-69  99  
-55  -95  
30  23  
-38  -9  
-25  48  
-34  -53  
98  -75  
28  -89  
-64  -28  
39  37  
0  0  
-13  -27  
97  60  
-48  -21  
47  -89  
-56  -17  
2  32  
0  0  
6  9  
0  0  
0  0  
0  0  
23  81  
-68  53  
-11  7  
33  20  
60  -43  
0  0  
58  -33  
-96  -11  
-18  67  
-21  -45  
41  -9  
68  27  
0  0  
9  -25  
-46  82  
-45  31  
-78  57  
0  0  
0  0  
-14  -88  
54  90  
0  0  
0  0  
0  0  
42  64  
-72  36  
18  85  
0  0  
0  0  
4  10  
73  -49  
26  78  
0  0  
-79  79  
6  -52  
-57  93  
45  -4  
46  -63  
72  74  
44  47  
91  -64  
-76  36  
86  -21  
33  66  
-48  10  
29  44  
-41  -53  
0  0  
72  -44  
74  -9  
77  -41  
-91  56  
-89  53  
22  51  
97  18  
37  37  
-96  26  
30  -28  
-5  76  
55  -55  
-71  1  
-32  -94  
46  -81  
83  -10  
0  0  
49  -55  
-86  -25  
0  0  
87  70  
-15  -94  
0  0  
74  -6  
0  0  
23  -31  
-30  27  
69  -59  
-96  16  
0  0  
-11  -23  
-86  97  
-86  -7  
0  0  
0  0  
-12  55  
13  11  
0  0  
-38  0  
-14  -65  
-97  95  
-20  98  
-59  30  
-79  -11  
79  31  
38  94  
-18  -56  
69  -41  
-93  75  
62  -43  
-61  -81  
-22  -78  
25  -75  
-68  -5  
44  -93  
-42  -62  
70  11  
6  -96  
66  60  
91  69  
